"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"한탑","002680","KOSDAQ","석정산업","10%이상주주","0","16.67","▲16.67%p","+1,292,671주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000222"
"고영","098460","KOSDAQ","고경철","이사 · 비등기임원","0","0.22","▲0.22%p","+147,749주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000415"
"코웨이","021240","KOSPI","넷마블","10%이상주주","27.35","27.5","▲0.15%p","+105,060주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000257"
"에스제이그룹","306040","KOSDAQ","이주영","대표이사 · 사실상지배주주 · 등기임원","35.39","36","▲0.61%p","+57,100주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000188"
"유안타증권","003470","KOSPI","유안타씨큐리티즈아시아파이낸셜서비시스프라이빗리미티드","10%이상주주","57.49","57.51","▲0.02%p","+52,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000395"
"아진전자부품","009320","KOSPI","서준교","사외이사 · 등기임원","0","0.08","▲0.08%p","+40,900주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000400"
"고영","098460","KOSDAQ","신기섭","이사 · 비등기임원","0","0.05","▲0.05%p","+32,448주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000428"
"제놀루션","225220","KOSDAQ","김기옥","대표이사 · 사실상지배주주 · 등기임원","17.92","18.07","▲0.15%p","+28,939주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000335"
"수성웹툰","084180","KOSDAQ","홍탁완","대표이사 · 등기임원","0","0.14","▲0.14%p","+25,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000066"
"HLB이노베이션","024850","KOSDAQ","진양곤","사내이사 · 등기임원","0.73","0.8","▲0.07%p","+20,400주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000416"
"브이엠","089970","KOSDAQ","이상우","사장 · 등기임원","0.38","0.45","▲0.07%p","+20,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000157"
"아즈텍WB","032080","KOSDAQ","제원아이엔씨","사실상지배주주","1.36","1.44","▲0.08%p","+18,920주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000263"
"아즈텍WB","032080","KOSDAQ","유송코퍼레이션","사실상지배주주","1.39","1.47","▲0.08%p","+16,355주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000255"
"디앤디파마텍","347850","KOSDAQ","홍성훈","부사장 · 등기임원","0.23","0.25","▲0.02%p","+15,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000072"
