"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"아이디스","143160","KOSDAQ","아이디스홀딩스","사실상지배주주","48.02","48.1","▲0.08%p","+8,711주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000264"
"KSS해운","044450","KOSPI","케이에스에스해운우리사주조합","10%이상주주","12.89","12.92","▲0.03%p","+7,575주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000331"
"디앤디파마텍","347850","KOSDAQ","박평아","상무 · 비등기임원","0.02","0.03","▲0.01%p","+6,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000070"
"수성웹툰","084180","KOSDAQ","이원희","전무 · 등기임원","0","0.03","▲0.03%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000067"
"에스트래픽","234300","KOSDAQ","조기형","글로벌부문장 · 비등기임원","0.09","0.1","▲0.01%p","+4,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000334"
"에스트래픽","234300","KOSDAQ","이장한","부사장 · 비등기임원","0.2","0.21","▲0.01%p","+3,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000121"
"밸로프","331520","KOSDAQ","신재명","대표이사 · 10%이상주주 · 등기임원","25.77","25.79","▲0.02%p","+2,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000377"
"DB증권","016610","KOSPI","김태수","상무 · 비등기임원","0.03","0.04","▲0%p","+1,600주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000030"
"대신정보통신","020180","KOSDAQ","윤영민","전무이사 · 비등기임원","0.11","0.13","▲0.02%p","+1,008주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000394"
"DB증권","016610","KOSPI","백진욱","상무보 · 비등기임원","0.01","0.01","▲0%p","+600주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000028"
"신영증권","001720","KOSPI","박소연","이사 · 비등기임원","0","0","0%p","+590주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000288"
"신영증권","001720","KOSPI","박용훈","이사 · 비등기임원","0","0","0%p","+510주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000294"
"브이엠","089970","KOSDAQ","장휘곤","담당 · 비등기임원","0.35","0.34","▼0.01%p","+500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000163"
"툴젠","199800","KOSDAQ","조현순","전무이사 · 비등기임원","0","0","0%p","+300주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000003"
"DB증권","016610","KOSPI","유숭종","상무보 · 비등기임원","0.02","0.02","0%p","+50주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000027"
"DB증권","016610","KOSPI","서석민","상무보 · 비등기임원","0","0","0%p","+32주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000023"
