"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"LG디스플레이","034220","KOSPI","BlackRockFundAdvisors","외국계","7.16","3.67","▼3.49%p","-17,425,531주","보유비율 및 특별관계자 변동","+638억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000090"
"비츠로셀","082920","KOSDAQ","MORGANSTANLEY&COINTLPLC","외국계","5.48","3.56","▼1.92%p","-879,118주","직전보고서 이후 1%이상 변동(하락)에 따른 보고 의무 발생일 기준으로 대량","+119억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000206"
"HLB","028300","KOSDAQ","BlackRockFundAdvisors","외국계","7.15","3.37","▼3.78%p","-5,033,460주","보유비율 변동","+72억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000092"
