"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"아바코","083930","KOSDAQ","위지명","오너·특수관계","0","30.11","▲30.11%p","+4,419,058주","지분 증여/수증에 따른 최대주주 및 대표보고자 변경으로 인한신규 연명보고 (","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000808"
"파두","440110","KOSDAQ","이지효","오너·특수관계","0","8.9","▲8.9%p","+4,461,680주","특별관계 해소에 따른 신규 보고","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000723"
"유아이디","069330","KOSDAQ","박종수","오너·특수관계","40.33","46.96","▲6.63%p","+1,124,024주","특별관계자의 장내 매수","+13억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000538"
"웰킵스하이텍","043590","KOSDAQ","웰킵스홀딩스","오너·특수관계","64.21","67.15","▲2.94%p","+399,186주","특별관계자 장내매수로 인한 주수 및 비율 변동","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000778"
"유니슨","018000","KOSDAQ","비그림파워코리아","주요주주","11.63","13.71","▲2.08%p","+6,101,730주","장내 매수에 따른 변동 보고","+60억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000811"
"인성정보","033230","KOSDAQ","에스넷","오너·특수관계","21.73","23.58","▲1.85%p","+933,951주","최대주주 장내매수에 따른 변동보고","+11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000809"
"웰크론한텍","076080","KOSDAQ","웰크론","오너·특수관계","36.91","38.61","▲1.7%p","+385,714주","보고자 및 특별관계자 주식 추가 취득","+4억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000781"
"한국알콜","017890","KOSDAQ","MiriCapitalManagementLLC","외국계","12.93","14.19","▲1.26%p","+259,000주","일반투자목적으로 장내에서 발행회사 주식 매수","+37억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000220"
"이엠텍","091120","KOSDAQ","정승규","오너·특수관계","14.72","15.08","▲0.36%p","+61,041주","최대주주 장내매수에 따른 보유주식 수량 변동 - 특별관계자 추가 및 장내매수","+3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000702"
"아진전자부품","009320","KOSPI","우신산업","오너·특수관계","25.25","25.44","▲0.19%p","+94,657주","특수관계자(서은지) 장내매수로 보유주식 추가취득","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000352"
"파워로직스","047310","KOSDAQ","탑엔지니어링","오너·특수관계","33.89","34.04","▲0.15%p","+55,000주","특별관계자의 주식 장내매수","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000169"
"아진산업","013310","KOSDAQ","우신산업","오너·특수관계","31.27","31.37","▲0.1%p","+40,000주","특수관계자(서은지) 장내매수로 보유주식 추가취득","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000351"
"바이오톡스텍","086040","KOSDAQ","강종구","주요주주","24.03","24.11","▲0.08%p","+13,226주","장내매수에 따른 보유주식 변동","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000121"
"에스엠벡셀","010580","KOSPI","에스엠하이플러스","주요주주","88.89","88.9","▲0.01%p","+4,000주","보고자 본인 에스엠하이플러스(주)의 장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000437"
"INVENI","015360","KOSPI","구자은","오너·특수관계","46.32","46.33","▲0.01%p","+2,525주","특별관계자 보유주식수 변동 보유주식 등에 관한 주요계약 변경","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000273"
