"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"진흥기업","002780","KOSPI","효성중공업","10%이상주주","48.19","48.19","0%p","-63,595,197주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000630"
"에코심플렉스","038870","KOSDAQ","송효순","대표이사 · 등기임원","20.05","0","▼20.05%p","-2,145,751주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000656"
"쎄니트","037760","KOSDAQ","최재관","대표이사 · 등기임원","41.24","35.56","▼5.68%p","-2,042,160주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000701"
"진성티이씨","036890","KOSDAQ","국민연금공단","10%이상주주","10.29","9.99","▼0.3%p","-65,641주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000212"
"서부T&D","006730","KOSDAQ","엠와이에이치","사실상지배주주","17.79","17.89","▲0.1%p","-49,202주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000531"
"S-Oil","010950","KOSPI","국민연금공단","10%이상주주","9.7","9.66","▼0.04%p","-46,647주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000210"
"금호전기","001210","KOSPI","민수정","전무이사 · 비등기임원","0.68","0.47","▼0.21%p","-26,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000788"
"퓨릿","445180","KOSDAQ","김재영","상무 · 등기임원","0.29","0.2","▼0.09%p","-15,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000161"
"바이오톡스텍","086040","KOSDAQ","강종구","대표이사 · 사실상지배주주 · 등기임원","14.12","12.84","▼1.28%p","+13,226주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000128"
"제이투케이바이오","420570","KOSDAQ","배준태","이사 · 비등기임원","2.5","2.18","▼0.32%p","-12,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000584"
"삼성전자","005930","KOSPI","김경륜","상무 · 비등기임원","0","0","0%p","-173주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260826000445"
