"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"큐리오시스","494120","KOSDAQ","허대성","부사장 · 등기임원","1.53","1.54","▲0.01%p","+2,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000087"
"현대차증권","001500","KOSPI","강덕범","전문전무 · 비등기임원","0","0.03","▲0.03%p","+19,122주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000127"
"현대차증권","001500","KOSPI","김상철","상무 · 비등기임원","0","0.02","▲0.02%p","+13,168주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000185"
"SH에너지화학","002360","KOSPI","서미혜","고문 · 비등기임원","0.32","0.34","▲0.02%p","+1,908주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000178"
"현대차증권","001500","KOSPI","안현주","전무 · 비등기임원","0.01","0.04","▲0.03%p","+18,214주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000166"
"현대차증권","001500","KOSPI","안지훈","책임매니저 · 비등기임원","0","0.01","▲0.01%p","+4,510주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000205"
"플리토","300080","KOSDAQ","서이준","CHRO · 비등기임원","0","0.05","▲0.05%p","+9,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000277"
"플리토","300080","KOSDAQ","윤민용","CFO · 비등기임원","0","0.05","▲0.05%p","+9,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000272"
"SK","034730","KOSPI","김선희","독립이사 · 등기임원","0","0","0%p","+47주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000268"
"SK","034730","KOSPI","윤치원","독립이사 · 등기임원","0","0","0%p","+36주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000310"
"위세아이텍","065370","KOSDAQ","이제동","대표이사 · 등기임원","1.24","1.27","▲0.03%p","+2,144주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000294"
