"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"삼진엘앤디","054090","KOSDAQ","이명종","대표이사 사장 · 사실상지배주주 · 등기임원","9.64","9.67","▲0.03%p","+7,050주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000071"
"제테마","216080","KOSDAQ","김형석","부사장 · 등기임원","0.88","0.9","▲0.02%p","+7,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000340"
"바이오톡스텍","086040","KOSDAQ","강종구","대표이사 · 사실상지배주주 · 등기임원","12.93","12.97","▲0.04%p","+6,380주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000053"
"프레스티지바이오파마","950210","KOSPI","고상석","사실상지배주주","0.04","0.08","▲0.04%p","+4,800주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000026"
"밸로프","331520","KOSDAQ","신재명","대표이사 · 10%이상주주 · 등기임원","25.73","25.77","▲0.04%p","+4,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000082"
"동국알앤에스","075970","KOSDAQ","김종원","상무 · 비등기임원","0","0.02","▲0.02%p","+3,535주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000105"
"KBG","318000","KOSDAQ","부삼열","대표이사 · 등기임원","3.93","3.97","▲0.04%p","+3,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000088"
"제테마","216080","KOSDAQ","유근직","부회장 · 비등기임원","0","0.01","▲0.01%p","+3,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000343"
"지아이텍","382480","KOSDAQ","정준","이사 · 비등기임원","0","0.01","▲0.01%p","+3,192주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000106"
"노브랜드","145170","KOSDAQ","류영습","상무 · 비등기임원","0","0.02","▲0.02%p","+3,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000122"
"지아이텍","382480","KOSDAQ","김지훈","이사 · 비등기임원","0","0","0%p","+1,284주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000351"
"CJ대한통운","000120","KOSPI","윤동욱","경영리더 · 비등기임원","0","0","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000099"
"한미사이언스","008930","KOSPI","김재교","부회장 · 등기임원","0.02","0.02","0%p","+750주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000260"
"SK텔레콤","017670","KOSPI","김창보","독립이사 · 등기임원","0","0","0%p","+261주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000194"
"SK텔레콤","017670","KOSPI","임태섭","독립이사 · 등기임원","0","0","0%p","+200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000208"
"SK텔레콤","017670","KOSPI","이성엽","독립이사 · 등기임원","0","0","0%p","+200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000205"
"SK텔레콤","017670","KOSPI","오혜연","독립이사 · 등기임원","0","0","0%p","+200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000202"
"SK텔레콤","017670","KOSPI","노미경","독립이사 · 등기임원","0","0","0%p","+200주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000199"
"INVENI","015360","KOSPI","구자은","사실상지배주주","8.97","8.97","0%p","+1주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000064"
