"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"루멘스","038060","KOSDAQ","넥스턴앤롤코리아","10%이상주주","0","21.97","▲21.97%p","+10,566,637주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000355"
"오픈베이스","049480","KOSDAQ","정주영","이사 · 사실상지배주주 · 등기임원","0","19.09","▲19.09%p","+6,000,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000305"
"영화금속","012280","KOSPI","삼신정밀","사실상지배주주","14.05","14.87","▲0.82%p","-4,912,117주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000085"
"한국첨단소재","062970","KOSDAQ","나카모토투자조합","사실상지배주주","0","7.35","▲7.35%p","+2,214,710주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000196"
"한국첨단소재","062970","KOSDAQ","플레이크","사실상지배주주","0","4.15","▲4.15%p","+1,251,346주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000211"
"에이프로젠바이오로직스","003060","KOSPI","에이프로젠","10%이상주주","63.78","63.81","▲0.03%p","+972,952주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000254"
"에스앤더블류","103230","KOSDAQ","정우진","대표이사 · 10%이상주주 · 등기임원","0.01","11.29","▲11.28%p","+811,899주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000002"
"에스앤더블류","103230","KOSDAQ","정재우","상무이사 · 10%이상주주 · 비등기임원","0","11.28","▲11.28%p","+811,899주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000003"
"싸이토젠","217330","KOSDAQ","전병희","사내이사 · 등기임원","5.6","8.84","▲3.24%p","+750,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000223"
"인성정보","033230","KOSDAQ","에스넷","10%이상주주","20.36","21.08","▲0.72%p","+360,642주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000234"
"코웨이","021240","KOSPI","넷마블","10%이상주주","27.17","27.35","▲0.18%p","+124,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000230"
"에스넷","038680","KOSDAQ","블루로터스","10%이상주주","14.47","14.96","▲0.49%p","+96,628주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000272"
"흥국에프엔비","189980","KOSDAQ","박철범","대표이사 · 등기임원","2.02","2.16","▲0.14%p","+55,816주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000202"
"에스제이그룹","306040","KOSDAQ","이주영","대표이사 · 사실상지배주주 · 등기임원","34.85","35.39","▲0.54%p","+50,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000197"
"에이텍","045660","KOSDAQ","신종수","이사 · 등기임원","1.47","2.06","▲0.59%p","+48,619주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000363"
"한빛소프트","047080","KOSDAQ","원지훈","대표이사 · 등기임원","0.18","0.25","▲0.07%p","+17,098주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000024"
"페니트리움바이오","187660","KOSDAQ","박차석","감사위원 · 등기임원","0.07","0.09","▲0.02%p","+10,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000113"
"이녹스첨단소재","272290","KOSDAQ","이녹스","10%이상주주","26.89","26.93","▲0.04%p","+8,678주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000275"
"FSN","214270","KOSDAQ","서정교","대표이사 · 등기임원","4.56","4.58","▲0.02%p","+8,067주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000308"
"한국정밀기계","101680","KOSDAQ","하만기","이사 · 등기임원","0.24","0.33","▲0.09%p","+7,906주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000164"
"FSN","214270","KOSDAQ","김경호","대표이사 · 등기임원","0.09","0.11","▲0.02%p","+7,100주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000309"
"지아이텍","382480","KOSDAQ","하광민","이사 · 비등기임원","0","0.01","▲0.01%p","+6,395주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000041"
"한국정밀기계","101680","KOSDAQ","오현경","이사 · 등기임원","1.77","1.84","▲0.07%p","+6,248주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000161"
"정원엔시스","045510","KOSDAQ","김태권","사내이사(의장) · 등기임원","7.87","7.89","▲0.02%p","+5,831주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000210"
"삼영에스앤씨","361670","KOSDAQ","백남준","전무이사 · 등기임원","0.15","0.24","▲0.09%p","+5,428주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000342"
"우리금융지주","316140","KOSPI","임종룡","대표이사 · 등기임원","0","0","0%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000008"
"피엔티","137400","KOSDAQ","김준섭","대표이사 · 10%이상주주 · 등기임원","14.45","14.47","▲0.02%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000026"
"인스피언","465480","KOSDAQ","최치현","이 사 · 비등기임원","0","0.05","▲0.05%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000166"
"부방","014470","KOSDAQ","박재순","부회장 · 등기임원","0.2","0.21","▲0.01%p","+5,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000195"
"아이티아이즈","372800","KOSDAQ","주태한","기타비상무이사 · 등기임원","0.14","0.2","▲0.06%p","+4,350주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000048"
"아모레퍼시픽홀딩스","002790","KOSPI","안재성","경영자 · 등기임원","0","0.01","▲0.01%p","+3,719주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000212"
"지아이텍","382480","KOSDAQ","정기주","이사 · 비등기임원","0","0.01","▲0.01%p","+3,480주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000260"
"지아이텍","382480","KOSDAQ","류재병","이사 · 비등기임원","0","0.01","▲0.01%p","+3,222주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000089"
"셀레믹스","331920","KOSDAQ","윤상후","부사장 · 비등기임원","1.34","1.36","▲0.02%p","+2,111주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000090"
"DB증권","016610","KOSPI","최성호","상무보 · 비등기임원","0.02","0.03","▲0%p","+2,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000049"
"HJ중공업","097230","KOSPI","박무곤","상무보 · 비등기임원","0","0","0%p","+1,939주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000289"
"셀레믹스","331920","KOSDAQ","김효기","공동대표이사 · 등기임원","2.94","2.16","▼0.78%p","+1,872주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000066"
"우리금융지주","316140","KOSPI","이정수","사장 · 비등기임원","0","0","0%p","+1,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000021"
"지아이텍","382480","KOSDAQ","장승재","이사 · 비등기임원","0","0","0%p","+1,285주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260902000005"
