"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"롯데관광개발","032350","KOSPI","신정희","이사 · 등기임원","3.08","0","▼3.08%p","-1,408,147주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001887"
"유성기업","002920","KOSPI","류시영","회 장 · 10%이상주주 · 비등기임원","22.05","17.42","▼4.63%p","-1,200,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001758"
"대동스틸","048470","KOSDAQ","오수복","10%이상주주","10.36","0","▼10.36%p","-1,000,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000771"
"센서뷰","321370","KOSDAQ","김병남","대표이사 · 등기임원","8.65","6.41","▼2.24%p","+717,919주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001380"
"국영지앤엠","006050","KOSDAQ","김정숙","부사장 · 등기임원","2.03","2.03","0%p","-638,639주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000905"
"국영지앤엠","006050","KOSDAQ","최저스틴제이","대표이사 사장 · 등기임원","1.88","1.88","0%p","-591,454주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828000835"
"센서뷰","321370","KOSDAQ","강경일","전무이사 · 등기임원","4.16","3.07","▼1.09%p","+343,158주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001396"
"에코아이","448280","KOSDAQ","안상전","본부장/상무 · 비등기임원","6.57","6.31","▼0.26%p","-76,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001171"
"에이프릴바이오","397030","KOSDAQ","김종민","전무이사 · 비등기임원","0.18","0.09","▼0.09%p","-14,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001593"
"센서뷰","321370","KOSDAQ","금교홍","상무이사 · 비등기임원","0.08","0.05","▼0.03%p","-11,671주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001418"
"클로봇","466100","KOSDAQ","김정희","이사 · 비등기임원","0.09","0.07","▼0.02%p","-3,859주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001516"
"코스메카코리아","241710","KOSDAQ","차영권","상무이사 · 비등기임원","0.02","0","▼0.02%p","-2,050주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001407"
"센서뷰","321370","KOSDAQ","이승재","상무이사 · 비등기임원","0.07","0.05","▼0.02%p","+1,930주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001465"
"센서뷰","321370","KOSDAQ","이수재","방산사업대표 · 등기임원","0.06","0.05","▼0.01%p","+1,871주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001441"
"센서뷰","321370","KOSDAQ","나종열","상무 · 비등기임원","0.02","0.01","▼0.01%p","+517주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001497"
