"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"천보","278280","KOSDAQ","이상율","오너·특수관계","54.61","55.31","▲0.7%p","+102,312주","최대주주 주식매입 - 특수관계인 주식매입","+43억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001448"
"천보","278280","KOSDAQ","이상율","오너·특수관계","54.2","54.61","▲0.41%p","+60,190주","최대주주 주식매입 - 특수관계인 주식매입","+24억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001439"
"현대그린푸드","453340","KOSPI","현대지에프홀딩스","오너·특수관계","52.42","52.8","▲0.38%p","-60,000주","자기주식 소각 및 감자에 따른 지분율 변동 특별관계자의 보유주식 장내매도 특","-11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001477"
"디와이덕양","024900","KOSPI","윤성희","오너·특수관계","43.63","44.66","▲1.03%p","+334,000주","특수관계자 장내매수","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001487"
"코오롱인더","120110","KOSPI","코오롱","오너·특수관계","34.91","34.89","▼0.02%p","-4,711주","특별관계자의 장내매도 및 특별관계 해소에 따른 보유 주식수ㆍ보유 비율 변동","-3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001419"
"대현","016090","KOSPI","신윤황","오너·특수관계","47.28","47.28","0%p","0주","장외매매로 인한 대주주 및 특수관계인 간 지분 변동","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001432"
"에넥스","011090","KOSPI","박진규","오너·특수관계","29.54","30.27","▲0.73%p","+86,233주","특별관계자(박성은, 박경태)의 보유주식 장내매수 특별관계자(박경태)의 납세담","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001152"
"유비벨록스","089850","KOSDAQ","이흥복","오너·특수관계","30.04","30.33","▲0.29%p","+43,769주","최대주주의 주식담보계약 연장 및 특별관계자의 장내매수","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001277"
"핑거스토리","417180","KOSDAQ","문양근","오너·특수관계","56.82","62.41","▲5.59%p","+1,138,441주","유상증자(제3자배정) 납입에 따른 보유주식 등의 수 변동 및 특별관계자 추가","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001236"
"바이오포트","188040","KOSDAQ","김성구","오너·특수관계","41.62","41.85","▲0.23%p","+10,500주","보고자, 특별관계자의 장내 매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000649"
"핌스","347770","KOSDAQ","주광연","오너·특수관계","43.23","43.81","▲0.58%p","+45,000주","특별관계자의 장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001462"
"에이치시티","072990","KOSDAQ","이수찬","오너·특수관계","36.57","36.66","▲0.09%p","+14,320주","특별관계자의 장내매수에 의한 추가 취득","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831000907"
