"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"모아데이타","288980","KOSDAQ","한상진","대표이사 · 사실상지배주주 · 등기임원","8","4.56","▼3.44%p","-1,250,903주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000313"
"엠젠솔루션","032790","KOSDAQ","전흥재","사장 · 비등기임원","0","0.91","▲0.91%p","+232,822주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000154"
"감성코퍼레이션","036620","KOSDAQ","김호선","대표이사 · 10%이상주주 · 등기임원","24.94","25.17","▲0.23%p","+209,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000118"
"세화피앤씨","252500","KOSDAQ","정상희","이사 · 비등기임원","0.35","0.35","0%p","-114,842주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000084"
"엑셈","205100","KOSDAQ","조종암","대표이사 · 10%이상주주 · 등기임원","37.35","39.2","▲1.85%p","+75,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000050"
"우진아이엔에스","010400","KOSPI","홍경모","대표이사 · 10%이상주주 · 등기임원","22.38","21.4","▼0.98%p","-75,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000049"
"아틀라스링크","297570","KOSDAQ","신정관","대표이사 · 등기임원","0.23","0.23","0%p","-64,412주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000236"
"웰크론한텍","076080","KOSDAQ","이영규","대표이사 · 사실상지배주주 · 등기임원","6.25","6.41","▲0.16%p","+36,421주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000252"
"세화피앤씨","252500","KOSDAQ","신재훈","이사 · 비등기임원","0.09","0.09","0%p","-30,339주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000082"
"서울식품공업","004410","KOSPI","박순원","이사 · 등기임원","2.83","2.89","▲0.06%p","+24,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260907000277"
