"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"새빗켐","107600","KOSDAQ","박민규","오너·특수관계","49.84","0","▼49.84%p","-2,482,704주","매수인 지위 이전 합의, 주식매매계약 종결 및 주식근질권설정계약 체결 - 보","+300억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000329"
"한국첨단소재","062970","KOSDAQ","사토시홀딩스","주요주주","15","3.06","▼11.94%p","-7,881,293주","보유 지분 처분으로 인한 비율 변동","-176억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000321"
"새빗켐","107600","KOSDAQ","에스케이아이엘에코시너지밸류업1호","오너·특수관계","57.38","46.24","▼11.14%p","-618,000주","특별관계자의 보유주식에 대한 납세담보권 실행으로 인한 보유주식 변동 - 특별","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000354"
"크라우드웍스","355390","KOSDAQ","박민우","오너·특수관계","17.85","8.78","▼9.07%p","-1,072,596주","보유주식수 변동 특별관계자 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000215"
"사토시홀딩스","223310","KOSDAQ","나카모토투자조합","기관·투자자","8.12","0","▼8.12%p","-2,299,628주","보유CB 처분(양수도 매매대금 상계)","-70억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000103"
"오에스피","368970","KOSDAQ","우진비앤지","주요주주","57.86","52.67","▼5.19%p","+20,048주","1) 발행주식 총수 증가에 따른 보유비율 변동 2) 장내매수","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000045"
"일월지엠엘","178780","KOSDAQ","일월","오너·특수관계","46.43","43.74","▼2.69%p","-500,000주","-특수관계자 주식대여","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000176"
"풍원정밀","371950","KOSDAQ","유명훈","주요주주","71.35","68.98","▼2.37%p","0주","주식담보 설정계약 변경","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000261"
"퓨릿","445180","KOSDAQ","김주석","오너·특수관계","19.77","18.27","▼1.5%p","-174,623주","주식증여 및 특별관계자 감소 및 장내매매","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000263"
"뉴로메카","348340","KOSDAQ","미래에셋자산운용","기관·투자자","7.49","6.25","▼1.24%p","+520,578주","지분율 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000191"
"미래에셋글로벌리츠","396690","KOSPI","미래에셋자산운용","기관·투자자","26.76","25.63","▼1.13%p","-448,911주","지분율 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000193"
"올릭스","226950","KOSDAQ","미래에셋자산운용","기관·투자자","5.14","4.47","▼0.67%p","-141,462주","지분율 변동","+86억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000190"
"심텍","222800","KOSDAQ","미래에셋자산운용","기관·투자자","5.36","4.84","▼0.52%p","-193,688주","지분율 변동","+575억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000189"
"젬백스","082270","KOSDAQ","젬앤컴퍼니","오너·특수관계","25.79","25.3","▼0.49%p","+86,527주","특별관계자 제3자배정 유상증자 신주취득 - 특별관계자 신규 질권설정","+9억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000236"
"한국특강","007280","KOSPI","매직홀딩스","오너·특수관계","53.1","52.73","▼0.37%p","-103,351주","특별관계자 변동(임원 퇴임)","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000259"
"더네이쳐홀딩스","298540","KOSDAQ","박영준","오너·특수관계","40.47","40.24","▼0.23%p","-32,480주","1) 최대주주 및 특별관계자 장내 주식 매수 2) 임원퇴임에 따른 특별관계자","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000349"
"에이치브이엠","295310","KOSDAQ","문승호","오너·특수관계","35.17","35.04","▼0.13%p","+20,000주","특별관계자의 장내매수","+9억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000211"
"시알홀딩스","000480","KOSPI","이인옥","오너·특수관계","71.35","71.24","▼0.11%p","-50,750주","보고자 본인 주식담보계약 기간연장 - 특별관계자 주식담보계약 신규 및 기간연","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000326"
"한미사이언스","008930","KOSPI","송영숙","오너·특수관계","69.14","69.13","▼0.01%p","-7,967주","특수관계인 보유주식 일부 장내매도 - 보유주식에 대한 담보계약 변경","-3억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260901000258"
