"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"대영포장","014160","KOSPI","신대양제지","10%이상주주","45.97","50.79","▲4.82%p","+5,227,115주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000182"
"코퍼스코리아","322780","KOSDAQ","스토리아크스튜디오","10%이상주주","0","25.27","▲25.27%p","+4,967,847주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000317"
"원풍물산","008290","KOSDAQ","이두식","대표이사 · 10%이상주주 · 등기임원","18.86","31.59","▲12.73%p","+2,589,504주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000110"
"비비안","002070","KOSPI","쌍방울","사실상지배주주","44.73","44.8","▲0.07%p","+1,075,542주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000229"
"큐로홀딩스","051780","KOSDAQ","케이파트너스","10%이상주주","29.32","31.8","▲2.48%p","+903,344주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000213"
"이노진","344860","KOSDAQ","메타몰퍼시스","10%이상주주","15.8","18.96","▲3.16%p","+570,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000334"
"제이엔비","452160","KOSDAQ","이강원","10%이상주주","9.47","14.27","▲4.8%p","+500,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000056"
"다산디엠씨","208860","KOSDAQ","다산네트웍스","사실상지배주주","62.13","63.26","▲1.13%p","+381,232주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000215"
"다산솔루에타","154040","KOSDAQ","다산인베스트","10%이상주주","23.96","24.71","▲0.75%p","+163,083주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000220"
"휴마시스","205470","KOSDAQ","인콘","사실상지배주주","7.8","8.4","▲0.6%p","+147,890주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000192"
"미코","059090","KOSDAQ","TheMiriStrategicEmergingMarketsFundLP","외국법인","12.33","12.77","▲0.44%p","+146,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000014"
"유니온머티리얼","047400","KOSPI","유니온","10%이상주주","40","40.27","▲0.27%p","+114,659주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000020"
"인카금융서비스","211050","KOSDAQ","최병채","대표이사 · 10%이상주주 · 등기임원","26.92","27","▲0.08%p","+42,672주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000186"
"한세엠케이","069640","KOSPI","김지원","대표이사 · 등기임원","0.08","0.24","▲0.16%p","+35,600주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000279"
"탑엔지니어링","065130","KOSDAQ","안만호","대표이사 · 등기임원","0.31","0.53","▲0.22%p","+35,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000080"
"달바글로벌","483650","KOSPI","양세훈","상무 · 등기임원","0.35","0.6","▲0.25%p","+32,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000033"
"대원전선","006340","KOSPI","대원홀딩스","10%이상주주","0.01","0.05","▲0.04%p","+30,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000009"
