"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"앱튼","270520","KOSDAQ","에이프로젠","오너·특수관계","74.45","55.17","▼19.28%p","-1,868,000주","보고자 특별관계인이 보유한 발행사 전환사채 매도에 따른 보유 주식 수량 및 ","-68억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001623"
"덴티스","261200","KOSDAQ","NH투자증권","금융기관","10.09","0","▼10.09%p","-1,774,547주","전환사채 조기상환 및 장내매매","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001878"
"센서뷰","321370","KOSDAQ","김병남","주요주주","13.76","10.05","▼3.71%p","-173,630주","보유주식등의 내역 변동 - 유상증자에 따른 보유주식등의 내역 변동","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001549"
"클로봇","466100","KOSDAQ","김창구","주요주주","16.38","13.86","▼2.52%p","-767,988주","유상증자에 따른 신주 취득","-214억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001544"
"M83","476080","KOSDAQ","정성진","오너·특수관계","35.08","32.86","▼2.22%p","-180,000주","특별관계자의 주식 증여 및 수증에 따른 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001834"
"오픈엣지테크놀로지","394280","KOSDAQ","이성현","오너·특수관계","14.16","13.8","▼0.36%p","-98,284주","계열회사 청산에 따른 특별관계 및 보유 주식 등의 수 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001606"
"에코아이","448280","KOSDAQ","전종수","오너·특수관계","69.51","69.25","▼0.26%p","-76,000주","특별관계자가 주식 증여로 인한 주식 변동(1% 미만 변동)","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001181"
"더본코리아","475560","KOSPI","백종원","주요주주","74.53","74.28","▼0.25%p","0주","보유주식에 관한 주요계약 (연장)체결","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001907"
"보로노이","310210","KOSDAQ","김현태","오너·특수관계","40.79","40.57","▼0.22%p","+2,000주","전환사채 전환청구에 따른 발행주식총수의 증가로 인한 보유주식등의 보유비율 변","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001950"
"에이프로젠","007460","KOSPI","지베이스","오너·특수관계","84.21","84.08","▼0.13%p","-824,062주","특별관계자의 전환사채 매매 계약에 따른 변동 및 변경","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001519"
"국영지앤엠","006050","KOSDAQ","최재원","주요주주","17.14","17.09","▼0.05%p","-5,385,937주","장내매수매도, 액면병합","+0억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001227"
"셀트리온","068270","KOSPI","셀트리온홀딩스","주요주주","33.13","33.12","▼0.01%p","-5,772주","주식담보대출 만기연장 및 신규차입 / 특관자 주식매도 / 스톡옵션행사","-11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260828001911"
