"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"더라미","032860","KOSDAQ","바이오스마트","10%이상주주","29.03","28.29","▼0.74%p","-9,142,857주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000362"
"덕신이피씨","090410","KOSDAQ","김명환","회 장 · 사실상지배주주 · 등기임원","26.6","23.12","▼3.48%p","-8,523,288주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000376"
"더라미","032860","KOSDAQ","옴니시스템","10%이상주주","25.4","24.76","▼0.64%p","-8,000,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000338"
"삼보산업","009620","KOSDAQ","이태용","대표이사 · 사실상지배주주 · 등기임원","27.91","27.91","0%p","-3,900,907주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000082"
"윙스풋","335870","KOSDAQ","씨케이앤디리더스","10%이상주주","16.18","14.68","▼1.5%p","-1,966,627주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000148"
"나노실리칸첨단소재","286750","KOSDAQ","드림캐슬종합건설","10%이상주주","13.64","11.61","▼2.03%p","-1,859,364주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000258"
"로보티즈","108490","KOSDAQ","김병수","대표이사 · 10%이상주주 · 등기임원","23.72","21.19","▼2.53%p","-366,525주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000413"
"삼보산업","009620","KOSDAQ","최재훈","대표이사 · 등기임원","0.56","0.56","0%p","-78,316주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000085"
"트리니티항공","091810","KOSPI","박종범","담당 · 비등기임원","0.01","0.01","0%p","-61,003주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000022"
"트리니티항공","091810","KOSPI","공병욱","담당 · 비등기임원","0.02","0.01","▼0.01%p","-49,308주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000032"
"트리니티항공","091810","KOSPI","이현용","담당 · 비등기임원","0.02","0.01","▼0.01%p","-43,186주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000029"
"나노실리칸첨단소재","286750","KOSDAQ","김희연","이사 · 비등기임원","0.24","0.15","▼0.09%p","-25,450주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000295"
"실리콘투","257720","KOSDAQ","길남영","상무이사 · 비등기임원","0.11","0.08","▼0.03%p","-20,772주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000316"
"나노실리칸첨단소재","286750","KOSDAQ","조상래","사내이사 · 등기임원","0.18","0.12","▼0.06%p","-20,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000266"
"나노실리칸첨단소재","286750","KOSDAQ","조성윤","이사 · 비등기임원","0.18","0.12","▼0.06%p","-18,502주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000309"
"누보","332290","KOSDAQ","김신덕","본부장 · 비등기임원","0.04","0.04","0%p","-12,839주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000393"
"나노실리칸첨단소재","286750","KOSDAQ","차발동","사내이사 · 등기임원","0.06","0.05","▼0.01%p","-8,350주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000293"
"나노실리칸첨단소재","286750","KOSDAQ","홍동기","감사 · 등기임원","0.06","0.05","▼0.01%p","-8,300주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000290"
"나노실리칸첨단소재","286750","KOSDAQ","이창섭","사내이사 · 등기임원","0.03","0.03","0%p","-4,197주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000323"
"나노실리칸첨단소재","286750","KOSDAQ","박성규","이사 · 등기임원","0.03","0.02","▼0.01%p","-3,474주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000314"
"브이엠","089970","KOSDAQ","장휘곤","담당 · 비등기임원","0.35","0.34","▼0.01%p","+500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000163"
"브이엠","089970","KOSDAQ","정구현","담당 · 비등기임원","0.47","0.46","▼0.01%p","0주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260908000168"
