"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"그리드위즈","453450","KOSDAQ","오라이언자산운용","기관·투자자","0","5.88","▲5.88%p","+495,891주","전환사채 인수에 따른 신규보고","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000236"
"신영스팩10호","472220","KOSDAQ","하우자산운용","기관·투자자","3.32","8.11","▲4.79%p","+224,742주","5% 이상 보유에 따른 공시의무 발생","+6억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000233"
"아이티센씨티에스","031820","KOSPI","아이티센글로벌","주요주주","25.03","29.78","▲4.75%p","+818,464주","전환사채(CB)인수에 따른 변동보고","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000175"
"신한제12호스팩","474660","KOSDAQ","더블유자산운용","기관·투자자","7.33","8.42","▲1.09%p","+59,999주","보유비율 1% 이상 변동","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000112"
"신한제18호스팩","0129K0","KOSDAQ","더블유자산운용","기관·투자자","7.76","8.83","▲1.07%p","+59,999주","보유비율 1% 이상 변동","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000015"
"파크시스템스","140860","KOSDAQ","CapitalResearchandManagementCompany","외국계","5.01","6.07","▲1.06%p","+73,611주","단순투자목적으로 장내에서 발행회사의 주식 매수","+194억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000004"
"한국항공우주","047810","KOSPI","NH투자증권","금융기관","0","0.59","▲0.59%p","+577,594주","고객계정 신탁계약 거래 및 장내매수도 등","+8,136억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000298"
"한스바이오메드","042520","KOSDAQ","타이거자산운용투자일임","기관·투자자","4.99","5.44","▲0.45%p","+776,441주","5%이상 보유 신규보고","+11억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000221"
"윙스풋","335870","KOSDAQ","모티바코리아","오너·특수관계","61.44","61.63","▲0.19%p","-12,152,704주","주식(액면)병합에 따른 주식수 변동 특수관계인 장내매수","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000278"
"크레버스","096240","KOSDAQ","김영화","오너·특수관계","27.16","27.34","▲0.18%p","+18,477주","보고자 장내매수 보고자 및 특별관계자 보유주식등에 관한 계약 내용 변경","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000286"
"서울옥션","063170","KOSDAQ","이호재","오너·특수관계","30.55","30.71","▲0.16%p","+28,086주","특별관계자 보유주식수 변동(1%미만)","+2억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000138"
"디와이에이","002880","KOSPI","영일이","주요주주","45.1","45.24","▲0.14%p","-16,865,904주","5대1 주식(액면)병합으로 인한 소유주식수 변동 보고","+1억 원","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000347"
