"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"원풍물산","008290","KOSDAQ","이두식","대표이사 · 10%이상주주 · 등기임원","18.86","31.59","▲12.73%p","+2,589,504주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000110"
"제이엔비","452160","KOSDAQ","이정범","대표이사 · 사실상지배주주 · 등기임원","48.08","40.86","▼7.22%p","-500,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000159"
"원림","005820","KOSPI","신성엽","대표이사 · 사실상지배주주 · 등기임원","42.06","26.39","▼15.67%p","-360,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000332"
"퓨쳐켐","220100","KOSDAQ","지대윤","대표이사 · 사실상지배주주 · 등기임원","6.4","6.15","▼0.25%p","-60,735주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000165"
"퓨쳐켐","220100","KOSDAQ","박영자","전무이사 · 비등기임원","6.36","6.11","▼0.25%p","-60,396주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000171"
"혜인","003010","KOSPI","원중희","부회장 · 비등기임원","5.74","5.35","▼0.39%p","-50,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000077"
"인카금융서비스","211050","KOSDAQ","최병채","대표이사 · 10%이상주주 · 등기임원","26.92","27","▲0.08%p","+42,672주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000186"
"한세엠케이","069640","KOSPI","김지원","대표이사 · 등기임원","0.08","0.24","▲0.16%p","+35,600주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000279"
"탑엔지니어링","065130","KOSDAQ","안만호","대표이사 · 등기임원","0.31","0.53","▲0.22%p","+35,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000080"
"달바글로벌","483650","KOSPI","양세훈","상무 · 등기임원","0.35","0.6","▲0.25%p","+32,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000033"
"한샘","009240","KOSPI","김유진","사장 · 등기임원","0.19","0.28","▲0.09%p","+20,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260824000239"
